"id","kind","source","disposition","destination","decision","note"
"M404","REPORTING","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M394","Reports ruling","Cite spec by path"
"M405","SKILL-TRIGGER","plugins/machinery/skills/train-tool/SKILL.md § frontmatter","skill","draft/skills/train-tool/SKILL.md","2","Trigger kept"
"M406","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Step 1"
"M407","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Step 2"
"M408","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Step 3"
"M409","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Step 4"
"M410","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Fixture refusal"
"M411","REPORTING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Other refusals"
"M412","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","No hand-written matcher"
"M413","REPORTING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Shape-changing answer line"
"M414","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","skill","draft/skills/train-tool/SKILL.md","2","Batch"
"M415","TOOLING","plugins/machinery/skills/train-tool/SKILL.md § /machinery:train-tool","merged","M414","2","Empty listing check"
"M416","SKILL-TRIGGER","plugins/machinery/agents/comparison-agent.md § frontmatter","skill","draft/agents/comparison-agent.md","2","Agent description"
"M417","TESTING","plugins/machinery/agents/comparison-agent.md § The one question","skill","draft/skills/testing/SKILL.md","2, 26","Comparison agent runs per the project's recorded comparisonAgent setting"
"M418","TESTING","plugins/machinery/agents/comparison-agent.md § The one question","merged","M417","2","Default change needs comparison"
"M419","AGENTS","plugins/machinery/agents/comparison-agent.md § What it is given, and what it is not","skill","draft/agents/comparison-agent.md","4","Allowlist"
"M420","AGENTS","plugins/machinery/agents/comparison-agent.md § What it is given, and what it is not","skill","draft/agents/comparison-agent.md","4","Forbidden list"
"M421","TESTING","plugins/machinery/agents/comparison-agent.md § What it is given, and what it is not","skill","draft/agents/comparison-agent.md","2","Never edit to pass"
"M422","REPORTING","plugins/machinery/agents/comparison-agent.md § What it is given, and what it is not","merged","M421","2","Describe fix and stop"
"M423","TOOLING","plugins/machinery/agents/comparison-agent.md § What it is given, and what it is not","merged","M424","2","Read configuration"
"M424","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","2","Step 1"
"M425","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","Reports ruling","Full output saved to file, read in full"
"M426","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","2","Exit status not verdict"
"M427","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","2","Baseline"
"M428","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","2","Classify rows"
"M429","TESTING","plugins/machinery/agents/comparison-agent.md § Procedure","skill","draft/agents/comparison-agent.md","2","Tolerances untouched"
"M430","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Verdict first"
"M431","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Full table replaced by saved output path"
"M432","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","New differences"
"M433","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Expected differences"
"M434","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Did-not-run cases"
"M435","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Environment used"
"M436","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","skill","draft/agents/comparison-agent.md","Reports ruling","Blocked run"
"M437","REPORTING","plugins/machinery/agents/comparison-agent.md § Output","merged","M434","2","Partial never a verdict"
"M438","SKILL-TRIGGER","plugins/machinery/agents/invariant-auditor.md § frontmatter","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M439","AGENTS","plugins/machinery/agents/invariant-auditor.md § The one question","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M440","AGENTS","plugins/machinery/agents/invariant-auditor.md § The one question","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M441","AGENTS","plugins/machinery/agents/invariant-auditor.md § What it is given, and what it is not","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M442","AGENTS","plugins/machinery/agents/invariant-auditor.md § What it is given, and what it is not","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M443","REPORTING","plugins/machinery/agents/invariant-auditor.md § What it is given, and what it is not","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M444","AGENTS","plugins/machinery/agents/invariant-auditor.md § What it is given, and what it is not","parked","unbreakable (future claude-code/unbreakable/)","19","Auditor model tier (A308)"
"M445","AGENTS","plugins/machinery/agents/invariant-auditor.md § What it is given, and what it is not","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M446","AGENTS","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M447","AGENTS","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M448","AGENTS","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M449","DESIGN","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M450","RECORDS","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M451","AGENTS","plugins/machinery/agents/invariant-auditor.md § Procedure","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M452","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M453","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M454","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M455","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M456","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M457","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M458","AGENTS","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M459","RECORDS","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M460","REPORTING","plugins/machinery/agents/invariant-auditor.md § What a finding looks like","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M461","AGENTS","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M462","AGENTS","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M463","AGENTS","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M464","AGENTS","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M465","AGENTS","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M466","TOOLING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M467","TOOLING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the denominator","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M468","TESTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M469","TESTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M470","REPORTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M471","REPORTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M472","REPORTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M473","REPORTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M474","REPORTING","plugins/machinery/agents/invariant-auditor.md § Auditing invariants: the output","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-auditor agent"
"M475","TOOLING","plugins/machinery/README.md § Install","merged","M342","2","README duplicate"
"M476","TOOLING","plugins/machinery/README.md § Install","merged","M341","14","README duplicate; --hosted replaced by wizard"
"M477","TOOLING","plugins/machinery/README.md § Install","merged","M341","2","Idempotent"
"M478","RULE-PROCESS","plugins/machinery/README.md § Markers","mechanism","capture.mjs","3","Markers handled and printed by hook/banner"
"M479","RULE-PROCESS","plugins/machinery/README.md § Where the rules live","dropped","","10","Index dropped; inbox kept by hook"
"M480","RULE-PROCESS","plugins/machinery/README.md § Where the rules live","merged","M388","2","One home, no repetition"
"M481","RULE-PROCESS","plugins/machinery/README.md § Filing a specification","mechanism","pre-commit inbox check","10","spec-check refusals"
"M482","TOOLING","plugins/machinery/README.md § Teaching it a tool","skill","draft/skills/tooling/SKILL.md","2","Project catalog"
"M483","TOOLING","plugins/machinery/README.md § Teaching it a tool","skill","draft/skills/tooling/SKILL.md","2","promote-tool"
"M484","TOOLING","plugins/machinery/README.md § Dependency","parked","unbreakable (future claude-code/unbreakable/)","19","Machinery dependency on unbreakable re-examined later"
"M485","TOOLING","plugins/machinery/scripts/banner.mjs § banner()","mechanism","banner.mjs","3","Message already names fix command"
"M486","TOOLING","plugins/machinery/scripts/banner.mjs § banner()","mechanism","banner.mjs","3","Message already names fix command"
"M487","TOOLING","plugins/machinery/scripts/banner.mjs § banner()","parked","unbreakable (future claude-code/unbreakable/)","19","Unbreakable dependency banner line"
"M488","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3, 10","Drop regenerate-index; name rule-process skill"
"M489","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3, 10","Drop regenerate-index; name rule-process skill"
"M490","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3, 10","Drop SPEC_INDEX; name rule-process skill"
"M491","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3","Ambiguous marker message kept"
"M492","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3","Pending notice names rule-process skill"
"M493","RULE-PROCESS","plugins/machinery/scripts/capture.mjs § main()","mechanism","capture.mjs","3","Pending notice names rule-process skill"
"M494","RULE-PROCESS","plugins/machinery/scripts/nudge.mjs § main()","dropped","","10","Index nudge removed"
"M495","TOOLING","plugins/machinery/scripts/quiet-run.mjs § trainingNudge()","mechanism","quiet-run.mjs","3","Message already names fix command"
"M496","TOOLING","plugins/machinery/scripts/quiet-run.mjs § main()","mechanism","quiet-run.mjs","3","Message already names suggestion"
"M497","WORKTREE","plugins/machinery/scripts/gate/gate.mjs § top-level","mechanism","gate.mjs","3, 13, 29","Remove --no-verify bypass advice; PreToolUse ask hook confirms --no-verify"
"M498","RULE-PROCESS","plugins/machinery/scripts/gate/register-check.mjs § registerCheck()","mechanism","pre-commit inbox check","3, 10","Add fix command to message"
"M499","RULE-PROCESS","plugins/machinery/scripts/gate/register-check.mjs § registerCheck()","dropped","","10","Index check removed"
"M500","RULE-PROCESS","plugins/machinery/scripts/gate/register-check.mjs § registerCheck()","dropped","","10","Index check removed"
"M501","RULE-PROCESS","plugins/machinery/scripts/gate/register-check.mjs § registerCheck()","dropped","","10","Index check removed"
"M502","RULE-PROCESS","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","mechanism","pre-commit inbox check","3, 10","Add fix command to message"
"M503","RULE-PROCESS","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","mechanism","pre-commit inbox check","3, 10","Add fix command to message"
"M504","RULE-PROCESS","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","dropped","","10","Spec index check removed"
"M505","RULE-PROCESS","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","dropped","","10","Spec index check removed"
"M506","RULE-PROCESS","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","dropped","","10","Spec index check removed"
"M507","WORKTREE","plugins/machinery/scripts/gate/sweep-guard.mjs § sweepGuard()","mechanism","sweep-guard.mjs","25","Advisory stays in the slimmed pre-commit hook"
"M508","RULE-PROCESS","plugins/machinery/scripts/intake.mjs § commit()","mechanism","intake.mjs","3","Root-session refusal; add fix command"
"M509","RULE-PROCESS","plugins/machinery/scripts/intake.mjs § commit()","mechanism","intake.mjs","3","Root-session refusal; add fix command"
"M510","TOOLING","plugins/machinery/scripts/install.mjs § installMachine","mechanism","install.mjs","3","Refusal names fix"
"M511","TOOLING","plugins/machinery/scripts/install.mjs § installProject","mechanism","install.mjs","3","Refusal names fix"
"M512","TOOLING","plugins/machinery/scripts/install.mjs § installProject","mechanism","install.mjs","3","Warning names fix"
"M513","TOOLING","plugins/machinery/scripts/train-tool.mjs § identify","mechanism","train-tool.mjs","3","Commit reminder"
"M514","TOOLING","plugins/machinery/scripts/promote-tool.mjs § top-level","mechanism","promote-tool.mjs","3","Refusal names fix"
"M515","TOOLING","plugins/machinery/scripts/promote-tool.mjs § top-level","mechanism","promote-tool.mjs","3","Failure names fix"
"M516","RECORDS","plugins/machinery/scripts/promote-tool.mjs § top-level","mechanism","promote-tool.mjs","3","Warning names fix"
"M517","RULE-PROCESS","plugins/machinery/scripts/reindex.mjs § top-level","dropped","","10","Index staleness removed"
"M518","WORKTREE","plugins/machinery/templates/hosted-check.yml § (comment header)","mechanism","hosted-CI wizard","13, 14","Template replaced by wizard-generated workflows"
