"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"machinery","","M20: - At most one agent per working copy. Two agents in one copy each mistake the other's half-written files for the state they are reasoning about, and neither can tell which changes are its own. An agent's promise not to touch things is not a mechanism; sharing happens only when the owner asks for it.","ANY","WORKTREE","","machinery","plugins/machinery/rules/agent-topology.md § Where an agent works","assigning an agent to a copy"
"machinery","When writing an assertion, test at the level where the bug would live, against the contract. Take the measurement from the system under test and the expectation from something it never produced (the stated setting, fixture dimensions, input shape, arithmetic). An output-capturing test drives the real renderer by the same path. A number copied from a run is a labelled regression pin, never coverage; where no independent expectation exists yet, say so at the assertion and leave the work open. A suite that cannot express a failure is not coverage for it. [Resolves conflict: M227 — one renderer, so no equivalence test between two; owner to confirm]","M66: - The rule against a second opinion governs the working path and inverts inside a test's expected value: in the system a second opinion is a defect, but on the other side of an assertion it is the whole point. An expectation taken from the thing under test can only report that it changed, never that it is wrong.","IMPL","TESTING","UNIT","machinery","plugins/machinery/rules/design-invariants.md § Measurement and expectation","writing a test expectation"
"machinery","","M67: - Take the measurement from the system under test, and the expectation from something the system never produced: the stated setting, the fixture's own dimensions, the input's own shape, or arithmetic. With both sides from the system you have only proved it agrees with itself, and an error affecting everything passes.","IMPL","TESTING","UNIT","machinery","plugins/machinery/rules/design-invariants.md § Measurement and expectation","writing a test assertion"
"machinery","","M68: - A number copied out of a diagnostic run is a pin against regression, not a test. On a deterministic system it is useful — every change to it is signal — but it is labelled as a pin and never counted as coverage.","IMPL","TESTING","REGRESSION","machinery","plugins/machinery/rules/design-invariants.md § Measurement and expectation","copying a number from a diagnostic run"
"machinery","","M69: - Where an expectation genuinely cannot be derived yet, say so at the assertion itself and leave the work undone, rather than pinning today's answer and calling it a contract.","IMPL","TESTING","UNIT","machinery","plugins/machinery/rules/design-invariants.md § Measurement and expectation","expectation not derivable yet"
"machinery","","M227: - A test that captures output for checking reproduces the line a real user sees, byte for byte. A capture that renders a field its own way is not evidence about the output, it is evidence about itself — so the capture and the real renderer are one renderer, reached the same way, and the equivalence is pinned by running both over the same input and comparing the lines.","IMPL","TESTING","META","machinery","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","test captures output"
"machinery","","U150: | Test level | where the bug would actually live, against the contract | tests of structure pin the implementation and pass while it is broken |","IMPL","TESTING","UNIT","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.4 Visibility | Test level","choosing test level"
"machinery","","M225: - If a suite has no way to express a given failure, it is not coverage for that failure, no matter how green it is.","REVIEW","TESTING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Tests","judging suite coverage"
"unbreakable","When enforcing an invariant, use the strongest tools of the language at hand, per the skill's language table (e.g. Rust enums, newtypes and private fields; TypeScript branded types and never-exhaustiveness; Python frozen dataclasses, assert_never and strict mypy in CI; SQL constraints and writes via views). Shell, YAML and config have none: generate them from a typed source and treat hand-edited config as untrusted input; FFI and wire formats get generated typed wrappers behind one marshalling choke point.","U33: | **Rust** | enums + exhaustive `match`, ownership, newtypes, private fields + smart constructors, sealed traits, typestate (`PhantomData`), `#[must_use]`, `#[non_exhaustive]`, `Send`/`Sync` |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Rust**","enforcing invariants in Rust"
"unbreakable","","U34: | **Haskell / OCaml / F#** | ADTs & GADTs, phantom types, smart constructors via module export lists, sealed instances, totality checking |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Haskell / OCaml / F#**","enforcing invariants in Haskell/OCaml/F#"
"unbreakable","","U35: | **TypeScript** | discriminated unions + `never` exhaustiveness, branded types, `readonly`, private constructors, `satisfies`, `strict` |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **TypeScript**","enforcing invariants in TypeScript"
"unbreakable","","U36: | **Kotlin / C# / Java** | sealed classes + exhaustive `when`/`switch`, records with private ctors + factories, non-null types, `init`-only |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Kotlin / C# / Java**","enforcing invariants in Kotlin/C#/Java"
"unbreakable","","U37: | **C++** | RAII, strong typedefs, deleted/`explicit` ctors, `const`, `[[nodiscard]]`, `std::variant` + `visit`, concepts |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **C++**","enforcing invariants in C++"
"unbreakable","","U38: | **Go** | unexported types + constructor functions, interfaces as capabilities, `internal/`; design zero values valid or unusable |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Go**","enforcing invariants in Go"
"unbreakable","","U39: | **Python** | `@dataclass(frozen=True)`, `Enum`, `NewType`, `Protocol`, `__slots__`, factory-only modules, `assert_never`, strict mypy in CI |","IMPL","DESIGN","BUILD-LINT","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Python**","enforcing invariants in Python"
"unbreakable","","U40: | **C** | opaque pointers, `static` linkage, handle tables with generation counters |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **C**","enforcing invariants in C"
"unbreakable","","U41: | **SQL / schemas** | `NOT NULL`, `CHECK`, foreign keys, `UNIQUE`, generated columns, writes only via views/procedures |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **SQL / schemas**","enforcing invariants in SQL/schemas"
"unbreakable","","U42: | **Shell / YAML / config** | none — generate from a typed source; treat hand-edited config as untrusted input |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **Shell / YAML / config**","shell, YAML, or config"
"unbreakable","","U43: | **FFI / wire** | typed wrappers generated from the IDL, one marshaling choke-point |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 3. Strongest tool per language | **FFI / wire**","FFI or wire formats"
"unbreakable","Declare the release behaviour of every profile-dependent guard, and prefer identical debug and release behaviour. debug_assert alone is not enforcement, and fault isolation (e.g. catch_unwind) states which profile it works in and what defends the other.","U54: 11. **Declare the release behaviour of every profile-dependent guard.**","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 4. The process","profile-dependent guard"
"unbreakable","","U67: - **A5.12 `debug_assert` is not enforcement.** *(1)* Rung 2 in one profile, nothing in the other: it holds while you develop and vanishes in what you ship.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","guarding with debug_assert"
"unbreakable","","U68: - **A5.13 Fault isolation must state the profile it works in.** `catch_unwind` is inert under `panic = ""abort""`. Name what defends the other profile.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","fault isolation"
"unbreakable","","U69: - **A5.14 Prefer identical debug and release behaviour.** A bug reproducible in only one profile is a bug you debug twice.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","debug versus release behaviour"
"unbreakable","When code silently degrades past a bound, publish the bound with its measurement: identical up to N, first diverging at N+1.","U71: - **A5.16 A silent bounded degrade must publish its divergence point.** Identical up to N, first diverging at N+1, with the measurement. A cap without a bound is a guess.","IMPL","DESIGN","BASELINE","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","silent bounded degrade"
"unbreakable","Delete an unused alternative rather than leaving it callable, and label any invariant guard on code that cannot run as such.","U72: - **A5.17 An invariant on code that cannot run must say so.** *(9)* An unlabelled dead guard reads as protection and will be trusted.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","invariant on code that cannot run"
"unbreakable","","U73: - **A5.18 Delete the alternative, don't leave it unused.** *(1)* An unused function is a rung-0 invitation.","REFACTOR","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","an unused alternative"
"machinery","When handling external input (a malformed or truncated file, hand-edited settings, another product's configuration, a bad flag), never crash: produce a diagnostic the user sees and let the operation succeed. Tell the user, in a per-source report, everything dropped, ignored, skipped, clamped (even within range), substituted, not recognised or never read, plus a standing notice for anything carried through uninterpreted.","M87: - External input never crashes the product. A malformed or truncated file, a hand-edited settings file, another product's configuration, a bad command-line flag: all of these are data, not your own invariant failing, and they produce a diagnostic the user sees.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § External input","handling external input"
"machinery","","M96: - Anything the user gave you that gets dropped, ignored, skipped, clamped, substituted or never read is said where they will see it. Silence reads as success.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Telling the user what you dropped","user input dropped, ignored or clamped"
"machinery","","M97: - Never having tried counts. Taking part of what a file contains and quietly discarding the rest still needs saying: having no reader for something yet is a warning, not an exemption from one.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Telling the user what you dropped","part of a file discarded unread"
"machinery","","M98: - Warn, do not fail. The operation still succeeds and the user judges the degraded result for themselves; they simply cannot judge it blind.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Telling the user what you dropped","degraded input handling"
"machinery","","M99: - The bar is the user's expectation, not your documented contract. A value clamped to something inside the allowed range is still not the number they typed.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Telling the user what you dropped","value clamped within allowed range"
"machinery","","M100: - The model to copy is a per-source report listing what was not recognised, what could not be translated and what was clamped — plus a standing notice for anything carried through word for word and never interpreted, because the product cannot vouch for it.","IMPL","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Telling the user what you dropped","building dropped-input reporting"
"machinery","When a change alters a layout or spatial output, moves shared interface or engine code, or touches a layer no unit test can reach: say which layer is untested, and verify with build, lint and a hands-on run of the real rendered result (on real hardware for moved shared code) at every supported window size, with every interactive element visible, unobstructed and reachable, never by reading the markup.","M108: - Where the output is spatial, reason about the final rendered geometry. Source that looks plausible does not mean a result anyone can use.","IMPL","DESIGN","MANUAL","machinery","plugins/machinery/rules/design-invariants.md § Spatial output","producing spatial output"
"machinery","","M107: - Validate a layout against what actually renders, never against the markup that produced it: every interactive element fully visible, unobstructed and reachable at every supported window size, with nothing clipped by a container, hidden behind an overlay, or off the visible area.","POST-IMPL","TESTING","E2E","machinery","plugins/machinery/rules/design-invariants.md § Spatial output","validating a layout"
"machinery","","M228: - Where a unit test cannot honestly reach — a layer that would have to open a real window — say so and verify by build, lint and a hands-on run instead of pretending coverage.","POST-IMPL","TESTING","E2E / BUILD-LINT","machinery","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","unit test cannot reach a layer"
"machinery","","M367: Where shared interface or engine code moved, exercise it by hand on real hardware: a clean graft can still change what a person sees, and no test that runs on your own machine catches that.","MERGE","TESTING","E2E","machinery","claude-code/machinery/refresh-diverged-branch/SKILL.md § The steps","shared interface or engine code moved"
"machinery","New code ships with instrumentation, and a change that touches an uninstrumented site adds it (no retrofit sweeps): non-trivial functions added or touched get the profiling annotation; each new decision site gets a diagnostic switch or trace row, inert until turned on and registered in the diagnostics index in the same change, recording the decision and the values actually used (never recomputed), its denominator and explicit zeros, shaped to the question, with a positive control. A unit declaring itself profiled instruments something or sits on a shrink-only gap list. A change is done only when its sites can be interrogated without editing code.","M64: - A diagnostic dump shows the values the system actually used, never a recomputed equivalent. Otherwise the work is judged against something the system never saw.","IMPL","INSTRUMENTATION","DIAGNOSTIC","machinery","plugins/machinery/rules/design-invariants.md § Never re-derive a fact","writing a diagnostic dump"
"machinery","","M110: - All code carries full instrumentation and profiling capability, and new code ships with it rather than acquiring it later.","IMPL","INSTRUMENTATION","","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","writing code"
"machinery","","M111: - Existing code gains instrumentation organically: whenever a change touches a site that lacks it, that change adds it. There are no retrofit sweeps, because the work rides along with changes that were happening anyway.","IMPL","INSTRUMENTATION","","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","change touches uninstrumented site"
"machinery","","M112: - Every non-trivial function a change adds or touches gets the profiling annotation in that same change, so the performance record sees it without a second pass over the code.","IMPL","INSTRUMENTATION","","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","non-trivial function added or touched"
"machinery","","M113: - Every new decision site gets a diagnostic switch or trace row that is inert until turned on, and it states its denominator in the output, prints explicit zeros rather than omitting them, matches its shape to the question being asked, and ships a positive control.","IMPL","INSTRUMENTATION","DIAGNOSTIC / META","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","new decision site"
"machinery","","M114: - A new diagnostic switch is registered in the diagnostics index in the same change that introduces it, so the list of what can be turned on is never behind the code.","IMPL","INSTRUMENTATION","","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","new diagnostic switch"
"machinery","","M119: - A unit that declares itself profiled either instruments something or is named on a declared gap list that may only shrink. Where the profiling tool is simply not present the instrumentation rule cannot be enforced at all, and that absence looks exactly like compliance.","IMPL","INSTRUMENTATION","DIAGNOSTIC","machinery","plugins/machinery/rules/design-invariants.md § What a diagnostic and a measurement may claim","unit declares itself profiled"
"machinery","","U146: | Instrumentation | record the decision and its inputs, not the narration | a field costs bytes; a missing field costs a reproduction |","IMPL","INSTRUMENTATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.4 Visibility | Instrumentation","adding instrumentation"
"machinery","","M115: - The bar is one question: when this site misbehaves a year from now, can it be interrogated without editing code? If not, the change is not done.","POST-IMPL","INSTRUMENTATION","DIAGNOSTIC","machinery","plugins/machinery/rules/design-invariants.md § Carrying instrumentation","finishing a change"
"machinery","When a tool or check resolves what it needs, use explicit paths and reject known lookalike locations; if it cannot resolve or run, it fails loudly naming what it looked for, never skipping quietly.","M125: - Resolve the real tool by explicit path, and reject candidates in the known locations where the lookalike lives. Rejecting the known-bad ones is part of resolving, not a separate check.","IMPL","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Resolving a tool","a tool resolves another tool"
"machinery","","M126: - A tool that cannot resolve what it needs fails loudly, naming what it looked for. It never skips quietly, because a skipped check reads as a pass.","IMPL","TOOLING","GATE","machinery","plugins/machinery/rules/environment-and-platform.md § Resolving a tool","a tool cannot resolve what it needs"
"machinery","","M186: - A check that cannot run fails loudly, naming exactly what it could not find. It never skips quietly, because a skipped check reads as a pass.","IMPL","TOOLING","GATE","machinery","plugins/machinery/rules/tool-output.md § Proof lines and denominators","a check cannot run"
"machinery","Treat anyone else's implementation (vendored, installed, on a device or the web) as reference only: take the understanding and write your own from scratch; never copy, port, translate or paraphrase line by line, whatever the licence. Cite it by file and line in specs and research documents, never in product source. If a solution seems to need copying, stop and ask.","M133: - Everything you read from someone else's implementation — vendored source, an installed dependency you opened to study, code seen on a device, in a repository or on the web — is reference only. It is there to show how a problem was solved and which edge cases exist.","IMPL","DESIGN","","machinery","plugins/machinery/rules/reference-sources.md § Reference only","reading someone else's implementation"
"machinery","","M134: - Never copy, port, transcribe, translate or paraphrase line by line. Take the understanding, then write the implementation from scratch to fit your own architecture. The reference is a behavioural contract; the design is yours.","IMPL","DESIGN","","machinery","plugins/machinery/rules/reference-sources.md § Reference only","using a reference implementation"
"machinery","","M135: - Citing a reference by file and line to explain a decision is encouraged; lifting its code is forbidden. Those citations live in specifications and research documents, never in the product's own source.","IMPL","RECORDS","","machinery","plugins/machinery/rules/reference-sources.md § Reference only","citing a reference"
"machinery","","M136: - If a solution seems to require copying, stop and ask rather than deciding for yourself that this case is the exception.","IMPL","COMMUNICATION","","machinery","plugins/machinery/rules/reference-sources.md § Reference only","a solution seems to require copying"
"machinery","The commit gate enforces filing (register-check, spec-check): a commit is refused while any rule or spec inbox entry is undispositioned or a spec disposition points outside docs/dictated-specs; it runs on every commit and again in CI, where the hosted check blocks and the branch is protected on it. Never carry an undispositioned entry across a commit even where no gate runs. Bypass with --no-verify only in a genuine emergency; needing it twice means fix the checker. Editing a rule file without the register prints an advisory nudge. Before calling a filing done, run the complete register check, not the commit subset.","M167: - Editing a rule-bearing document while the register sits untouched prints a reminder to update the register in the same commit. It is advisory and never blocks.","IMPL","RULE-PROCESS","SOURCE-SCAN","machinery","plugins/machinery/rules/rule-governance.md § Honesty about the machinery","rule document edited, register untouched"
"machinery","","M494: machinery: the index is stale after editing ${file} — intake regenerates it; or run /machinery:reindex","IMPL","RULE-PROCESS","","machinery","plugins/machinery/scripts/nudge.mjs § main()","rule file edited and index now stale"
"machinery","","M143: - Never carry an undispositioned rule across a commit. File it or dismiss it with a reason, whether or not a machine is stopping you.","COMMIT","RULE-PROCESS","GATE","machinery","plugins/machinery/rules/rule-governance.md § Dictating a rule","undispositioned rule at commit time"
"machinery","","M165: - An undispositioned inbox entry fails the register check. Filing is not optional bookkeeping; the check stays red until it is done.","COMMIT","RULE-PROCESS","GATE","machinery","plugins/machinery/rules/rule-governance.md § Honesty about the machinery","undispositioned inbox entry"
"machinery","","M166: - Run the governance check on every commit, and again in continuous integration so a machine that never installed the hook is still caught.","COMMIT","RULE-PROCESS","GATE","machinery","plugins/machinery/rules/rule-governance.md § Honesty about the machinery","every commit and CI run"
"machinery","","M285: An undispositioned spec entry blocks commits, exactly as an undispositioned rule entry does.","COMMIT","RULE-PROCESS","GATE","machinery","plugins/machinery/rules/work-tracking.md § A specification handed down","undispositioned spec entry"
"machinery","","M481: An undispositioned spec entry blocks the commit, and a disposition naming a path outside `docs/dictated-specs/` is refused.","COMMIT","RULE-PROCESS","","machinery","plugins/machinery/README.md § Filing a specification","undispositioned or out-of-area spec disposition"
"machinery","","M497: commit gate FAILED (see lines above). Commit rejected. Bypass only for a genuine emergency: `git commit --no-verify`; twice means the checker is wrong — fix the checker.","COMMIT","WORKTREE","","machinery","plugins/machinery/scripts/gate/gate.mjs § top-level","commit gate fails"
"machinery","","M498: pending inbox entr${pend.length === 1 ? 'y' : 'ies'} (must be 0)","COMMIT","RULE-PROCESS","","machinery","plugins/machinery/scripts/gate/register-check.mjs § registerCheck()","commit with pending inbox entries"
"machinery","","M502: spec inbox entr${entries.length === 1 ? 'y' : 'ies'} undispositioned (must be 0)","COMMIT","RULE-PROCESS","","machinery","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","commit with undispositioned spec entries"
"machinery","","M503: ${e.stamp}: ${e.disposition} — a specification is filed under ${toPosix(path.relative(root, specsDir))}/ or nowhere","COMMIT","RULE-PROCESS","","machinery","plugins/machinery/scripts/gate/spec-check.mjs § specCheck()","spec disposition outside spec area"
"machinery","","M518: The hosted check BLOCKS (ruled 2026-09-02): protect the branch on this job.","MERGE","WORKTREE","","machinery","plugins/machinery/templates/hosted-check.yml § (comment header)","hosted check installed"
"machinery","","M158: - Run the complete register check before calling a filing done. The cheap commit-time subset is not the whole check, and what it skips is exactly what a bad filing looks like.","CLAIM","RULE-PROCESS","GATE","machinery","plugins/machinery/rules/rule-governance.md § Filing and closing the loop","calling a filing done"
"tie: unbreakable / developer-friendliness","Before a hard-to-reverse or destructive action, confirm it with the developer, naming the exact target.","U161: | Destructive actions | confirm, naming the target in the confirmation | ""are you sure?"" without the target trains a reflex, not a check |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.6 People | Destructive actions","destructive action"
"tie: unbreakable / developer-friendliness","","D75: | Hard-to-reverse actions | confirmed first, naming the target | asking costs one message; not asking has no ceiling |","ANY","COMMUNICATION","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.6 No surprises | Hard-to-reverse actions","hard-to-reverse action"
"unbreakable","When work produces a tool with large or repeated output (script, diagnostic, migration, report generator), the assistant builds it and writes one usage document as it is built (invocation, modes, normal output, what to bring back when wrong), and the developer runs it and reports back; checks you can do in one cheap call you do yourself. Large results live in a file with only the verdict in the conversation; read source by searching first, then the range that matters. Spend context on small dense things that prevent errors, not large low-density ones.","U169: | Usage instructions | one consolidated document, written as the tool is built | a conversation is compacted and lost at the session boundary and then re-derived; a document survives and is read selectively |","IMPL","RECORDS","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Usage instructions","building a tool"
"unbreakable","","U182: When the work produces something the developer will run repeatedly — a script, a diagnostic, a migration, a report generator — the reasonable division of labor is that the **assistant builds and documents it, the developer runs it and reports back**.","IMPL","TOOLING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget","producing a repeatedly-run tool"
"unbreakable","","U183: Consolidate the instructions into **one document as the tool is built** — how to invoke it, what each mode does, what normal output looks like, and *which parts to bring back if something is wrong*.","IMPL","RECORDS","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget","building an operational tool"
"unbreakable","","U167: | Who runs a tool with large or repeated output | the developer, in their own environment; the assistant builds it and documents it | output read into a context is spent for the whole session; the same output read by a person costs nothing, and they return the three lines that matter |","ANY","TOOLING","MANUAL","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Who runs a tool with large or repeated output","tool with large or repeated output"
"unbreakable","","U168: | Where a large result lives | a file, with only the verdict in the conversation | a file is re-read in part, later, at no cost; a pasted corpus is paid for once and then taxes everything after it |","ANY","REPORTING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Where a large result lives","producing a large result"
"unbreakable","","U171: | Reading source | search first, then read the range that matters | the file is rarely the answer; the answer is rarely the whole file |","ANY","TOOLING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Reading source","reading source"
"unbreakable","","U184: Asking the developer to run something you could have checked in one cheap call exports work to a person in order to save a budget that was not scarce.","ANY","TOOLING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget","could check something in one cheap call"
"unbreakable","","U185: Spend freely on the small, dense thing that prevents an error; hoard against the large, low-density thing that prevents nothing.","ANY","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget","spending a context budget"
"machinery","When running a suite, gate or harness, run all of it without stopping at the first failure and keep its complete, untruncated output; never pass a tool its quiet flag under the output filter. A tool whose summary does not match the proof format prints an extra conforming count line, and a gate prints each sub-check's count line on its own output. [OPEN: whether the full output is read in full into context (M425) or kept in a file with only the proof lines read (U168) — owner decides]","M183: - A gate that runs sub-checks and sends their output to a log still prints each sub-check's own count line on its own output. Pass or fail alone is not enough: a failure stays visible anyway, and a pass for a bad reason is exactly the thing that gets compressed away.","IMPL","TOOLING","GATE","machinery","plugins/machinery/rules/tool-output.md § Proof lines and denominators","gate runs sub-checks into a log"
"machinery","","M184: - When a tool's own summary does not match the declared proof format, it prints an additional conforming line carrying its count — in addition to its usual report, never instead of it. Otherwise its result is silently eaten by the filter.","IMPL","TOOLING","GATE","machinery","plugins/machinery/rules/tool-output.md § Proof lines and denominators","tool summary doesn't match proof format"
"machinery","","M222: - Run the whole suite rather than stopping at the first failure, and never truncate its output.","POST-IMPL","TESTING","GATE","machinery","plugins/machinery/rules/verification-and-evidence.md § Tests","running the test suite"
"machinery","","M425: 2. **Run the harness and capture the complete output.** Never truncate it. The table is the evidence, a truncated one has hidden failures before, and if it is long you read all of it.","REVIEW","TESTING","BASELINE","machinery","plugins/machinery/agents/comparison-agent.md § Procedure","running the harness"
"machinery","","M185: - Do not pass a tool its own quiet flag when it runs under the output filter. The filter already decides what is shown, and the quiet flag deletes the very proof line the filter was going to keep.","ANY","TOOLING","GATE","machinery","plugins/machinery/rules/tool-output.md § Proof lines and denominators","running a tool under the output filter"
"developer-friendliness","When writing a record, comment or generated code, use the fewest lines a cold reader can act on, saying what the artifact cannot: why, what else was considered, what is still wrong; never restate the artifact or the diff. Density, not brevity: never drop the note that saves an hour or give a verdict too terse to act on. A diagnosis travels with its change; a comment explaining a name is a rename request.","U153: | Comments | the why; a comment explaining a name is a rename request | a stale comment is a false claim that outlives its author |","IMPL","RECORDS","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.4 Visibility | Comments","writing a comment"
"developer-friendliness","","U174: | Generated code and comments | as terse as clarity allows | written once, re-read on every future visit by both the person and the assistant |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.7 Working under a context budget | Generated code and comments","writing generated code or comments"
"developer-friendliness","","D16: Record the diagnosis with the change.","COMMIT","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 2. A session, worked","diagnosis behind a change"
"developer-friendliness","","D31: - **One line where one line does.** Length is not care; it is the usual way a record stops being read.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 5.1 Writing","writing a record"
"developer-friendliness","","D32: - **Never restate the artifact.** Copies drift. Record what it cannot show: why, what else was considered, what is still wrong.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 5.1 Writing","writing a record"
"developer-friendliness","","D35: - **The counter-direction is real.** Refusing the note that saves an hour to save four lines is not economy, and neither is a verdict too terse to act on. The lever is density, not brevity.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 5.1 Writing","tempted to skip a useful note"
"developer-friendliness","","D83: - *""It's in the diff""* — the diff has the what. It has never had the why.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § Red-flag phrases","thinking ""it's in the diff"""
"developer-friendliness","","D100: 6. **Write it now, in the fewest lines a cold reader can act on**, saying what the artifact cannot: why, what else was considered, what is still wrong.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 9. The process","writing a record"
"developer-friendliness","When you make a decision a reasonable person would reopen, record it at the moment: the choice, what it was derived from, what was assumed or left reducible, and the alternative rejected; a reversal is recorded as a reversal naming what changed, and a developer's choice is attributed to them.","U201: 7. **Say the residue.** What you derived it from, what you assumed, what you deliberately left reducible later. A derived choice that nobody can see the derivation of will be re-litigated or, worse, copied into a situation it does not fit.","IMPL","REPORTING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","a design choice made"
"developer-friendliness","","D13: - **What you decided** — and what you rejected, and why.","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 1. What falls into the gap","deciding something"
"developer-friendliness","","D56: | What it records | the choice, its derivation, and the alternative rejected | without the rejected option it reads as arbitrary, and arbitrary decisions get reversed by the next person with an opinion |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.3 Decisions | What it records","recording a decision"
"developer-friendliness","","D58: | Which ones | anything a reasonable person would reopen | a record for a coin flip teaches people the log is noise, and then the load-bearing entries go unread too |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.3 Decisions | Which ones","deciding which decisions to record"
"developer-friendliness","","D59: | A decision reversed later | recorded as a reversal, naming what changed | otherwise both positions sit in the record as peers and the argument runs a third time |","ANY","RECORDS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.3 Decisions | A decision reversed later","decision reversed"
